,日期索引,入流过程
2036/5/1,13,7925.13252
2036/5/2,13,8163.125741
2036/5/3,13,8436.28978
2036/5/4,13,8162.119175
2036/5/5,13,7954.824688
2036/5/6,13,7304.073416
2036/5/7,13,8710.927477
2036/5/8,13,9023.09639
2036/5/9,13,11016.13974
2036/5/10,13,8941.140708
2036/5/11,14,10482.95653
2036/5/12,14,8179.817997
2036/5/13,14,8628.994529
2036/5/14,14,8653.939865
2036/5/15,14,9222.572637
2036/5/16,14,10500.92048
2036/5/17,14,10765.61724
2036/5/18,14,9692.818672
2036/5/19,14,11601.97698
2036/5/20,14,14100.10515
2036/5/21,15,13620.92183
2036/5/22,15,11677.50819
2036/5/23,15,12650.39725
2036/5/24,15,9642.998887
2036/5/25,15,11888.96776
2036/5/26,15,14143.14098
2036/5/27,15,17635.15488
2036/5/28,15,16721.00744
2036/5/29,15,18685.64999
2036/5/30,15,18003.80281
2036/5/31,15,15528.38249
2036/6/1,16,15667.36551
2036/6/2,16,15425.73635
2036/6/3,16,19837.91964
2036/6/4,16,14684.26796
2036/6/5,16,15820.09217
2036/6/6,16,15730.6848
2036/6/7,16,15854.59276
2036/6/8,16,15096.81387
2036/6/9,16,16262.33645
2036/6/10,16,16865.39831
2036/6/11,17,14662.71416
2036/6/12,17,14994.40982
2036/6/13,17,17366.52265
2036/6/14,17,16318.34999
2036/6/15,17,18660.778
2036/6/16,17,15383.56571
2036/6/17,17,19387.2496
2036/6/18,17,12989.28566
2036/6/19,17,19498.67776
2036/6/20,17,15157.979
2036/6/21,18,19585.53864
2036/6/22,18,14474.67603
2036/6/23,18,18603.34637
2036/6/24,18,20203.20533
2036/6/25,18,17190.15802
2036/6/26,18,15338.91972
2036/6/27,18,15898.16023
2036/6/28,18,17699.61524
2036/6/29,18,17886.48134
2036/6/30,18,16533.47894
2036/7/1,19,20978.49803
2036/7/2,19,22396.57056
2036/7/3,19,26387.05742
2036/7/4,19,21230.19766
2036/7/5,19,17484.28621
2036/7/6,19,27959.85475
2036/7/7,19,20652.55021
2036/7/8,19,27410.73437
2036/7/9,19,24226.2626
2036/7/10,19,22544.69036
2036/7/11,20,23555.22387
2036/7/12,20,18502.89449
2036/7/13,20,26167.5661
2036/7/14,20,23495.09396
2036/7/15,20,21935.1077
2036/7/16,20,23069.2973
2036/7/17,20,18703.02716
2036/7/18,20,20787.75116
2036/7/19,20,22303.66042
2036/7/20,20,21902.99779
2036/7/21,21,16365.45741
2036/7/22,21,21234.77563
2036/7/23,21,18837.79135
2036/7/24,21,15315.00912
2036/7/25,21,23314.69729
2036/7/26,21,31114.00126
2036/7/27,21,21306.05839
2036/7/28,21,22831.43186
2036/7/29,21,31333.88417
2036/7/30,21,27456.10041
2036/7/31,21,21632.61208
2036/8/1,22,20548.00549
2036/8/2,22,25193.04007
2036/8/3,22,19359.56497
2036/8/4,22,24341.04149
2036/8/5,22,24253.00733
2036/8/6,22,20967.7205
2036/8/7,22,19087.31942
2036/8/8,22,17347.43702
2036/8/9,22,20882.10772
2036/8/10,22,26963.94856
2036/8/11,23,18817.99927
2036/8/12,23,19455.32427
2036/8/13,23,13985.12608
2036/8/14,23,20904.86343
2036/8/15,23,19611.1153
2036/8/16,23,24232.33707
2036/8/17,23,16489.80795
2036/8/18,23,21139.44017
2036/8/19,23,23468.13851
2036/8/20,23,17935.45231
2036/8/21,24,18838.70787
2036/8/22,24,14386.81367
2036/8/23,24,12251.57388
2036/8/24,24,18418.31853
2036/8/25,24,18394.09023
2036/8/26,24,22531.0482
2036/8/27,24,22670.60333
2036/8/28,24,24784.27819
2036/8/29,24,14228.1017
2036/8/30,24,14146.51791
2036/8/31,24,10686.89472
2036/9/1,25,16660.78427
2036/9/2,25,18734.13406
2036/9/3,25,22259.59395
2036/9/4,25,22944.87971
2036/9/5,25,19716.54676
2036/9/6,25,20470.91279
2036/9/7,25,18933.5574
2036/9/8,25,18606.76709
2036/9/9,25,20223.65965
2036/9/10,25,16700.94677
2036/9/11,26,20291.52066
2036/9/12,26,24659.20188
2036/9/13,26,25481.18042
2036/9/14,26,26515.96615
2036/9/15,26,20325.90879
2036/9/16,26,23898.3647
2036/9/17,26,21022.70399
2036/9/18,26,17292.97514
2036/9/19,26,20046.16713
2036/9/20,26,20129.59144
2036/9/21,27,16141.01233
2036/9/22,27,14027.32694
2036/9/23,27,16684.83572
2036/9/24,27,20708.38662
2036/9/25,27,18498.51804
2036/9/26,27,18398.28171
2036/9/27,27,15197.50205
2036/9/28,27,17857.25927
2036/9/29,27,16634.98611
2036/9/30,27,14365.22339
2036/10/1,28,11448.83798
2036/10/2,28,12116.62251
2036/10/3,28,13798.00819
2036/10/4,28,15605.88572
2036/10/5,28,17090.29508
2036/10/6,28,18200.45347
2036/10/7,28,14096.94558
2036/10/8,28,15226.33811
2036/10/9,28,13200.4795
2036/10/10,28,14371.39321
2036/10/11,29,13087.88783
2036/10/12,29,13913.62973
2036/10/13,29,12928.70461
2036/10/14,29,14017.51921
2036/10/15,29,13803.31117
2036/10/16,29,11644.69431
2036/10/17,29,10876.27591
2036/10/18,29,12350.10156
2036/10/19,29,9973.828176
2036/10/20,29,9279.453664
2036/10/21,30,8757.671513
2036/10/22,30,7046.77511
2036/10/23,30,8568.445063
2036/10/24,30,8374.038949
2036/10/25,30,9408.620717
2036/10/26,30,11447.19482
2036/10/27,30,10753.06212
2036/10/28,30,11528.97513
2036/10/29,30,9172.160225
2036/10/30,30,8400.776554
2036/10/31,30,10463.3179
2036/11/1,31,9360.299819
2036/11/2,31,10293.15792
2036/11/3,31,7950.071128
2036/11/4,31,9426.788164
2036/11/5,31,8027.090919
2036/11/6,31,6537.704243
2036/11/7,31,8071.338137
2036/11/8,31,7195.623202
2036/11/9,31,7667.703047
2036/11/10,31,7307.121146
2036/11/11,32,8610.175822
2036/11/12,32,8125.238199
2036/11/13,32,6841.10884
2036/11/14,32,8079.863764
2036/11/15,32,9454.154649
2036/11/16,32,7353.168538
2036/11/17,32,8983.085242
2036/11/18,32,7333.02431
2036/11/19,32,6937.21806
2036/11/20,32,6718.987012
2036/11/21,33,6993.990743
2036/11/22,33,6326.803721
2036/11/23,33,6207.60617
2036/11/24,33,6396.684226
2036/11/25,33,6037.673221
2036/11/26,33,6587.540332
2036/11/27,33,6567.770256
2036/11/28,33,7096.201873
2036/11/29,33,5801.076991
2036/11/30,33,5625.037737
2036/12/1,34,5773.234529
2036/12/2,34,5737.388039
2036/12/3,34,6036.548153
2036/12/4,34,7026.409477
2036/12/5,34,6177.96674
2036/12/6,34,5757.870607
2036/12/7,34,5103.144357
2036/12/8,34,5599.943167
2036/12/9,34,5119.067789
2036/12/10,34,5190.356402
2036/12/11,35,5229.681612
2036/12/12,35,5537.448136
2036/12/13,35,6365.009084
2036/12/14,35,5070.513598
2036/12/15,35,4400.640853
2036/12/16,35,4621.978648
2036/12/17,35,5484.7174
2036/12/18,35,5336.172788
2036/12/19,35,5475.81896
2036/12/20,35,5346.716801
2036/12/21,36,5434.902134
2036/12/22,36,6429.814966
2036/12/23,36,6101.971215
2036/12/24,36,4588.12449
2036/12/25,36,5189.860374
2036/12/26,36,5158.393228
2036/12/27,36,5879.450231
2036/12/28,36,5131.645309
2036/12/29,36,5095.313961
2036/12/30,36,5401.499517
2036/12/31,36,5086.900764
2037/1/1,1,4892.266885
2037/1/2,1,5110.464215
2037/1/3,1,4685.249886
2037/1/4,1,5282.090213
2037/1/5,1,5834.684003
2037/1/6,1,5952.557621
2037/1/7,1,5425.455624
2037/1/8,1,5367.138095
2037/1/9,1,5423.322112
2037/1/10,1,5030.559374
2037/1/11,2,4877.00865
2037/1/12,2,4919.182278
2037/1/13,2,5484.371448
2037/1/14,2,6200.409427
2037/1/15,2,4975.388163
2037/1/16,2,5536.551703
2037/1/17,2,5433.083353
2037/1/18,2,4852.700441
2037/1/19,2,4760.507085
2037/1/20,2,4870.153356
2037/1/21,3,4414.590001
2037/1/22,3,4958.715709
2037/1/23,3,5404.354522
2037/1/24,3,6609.830979
2037/1/25,3,5804.736859
2037/1/26,3,4906.287612
2037/1/27,3,5277.742321
2037/1/28,3,6507.858296
2037/1/29,3,7349.367865
2037/1/30,3,5572.24272
2037/1/31,3,4619.837984
2037/2/1,4,5452.886775
2037/2/2,4,6002.802175
2037/2/3,4,5137.432532
2037/2/4,4,5372.54555
2037/2/5,4,4317.14344
2037/2/6,4,4946.392875
2037/2/7,4,4283.87033
2037/2/8,4,4853.831175
2037/2/9,4,5436.641066
2037/2/10,4,5414.26142
2037/2/11,5,5709.293952
2037/2/12,5,4973.935561
2037/2/13,5,4757.717449
2037/2/14,5,5112.155277
2037/2/15,5,5722.75507
2037/2/16,5,4683.513253
2037/2/17,5,5126.618548
2037/2/18,5,6326.671838
2037/2/19,5,4817.091405
2037/2/20,5,5219.947341
2037/2/21,6,5480.136723
2037/2/22,6,4811.101801
2037/2/23,6,4676.794781
2037/2/24,6,5013.611262
2037/2/25,6,4919.725835
2037/2/26,6,5441.082539
2037/2/27,6,4293.569288
2037/2/28,6,4977.166032
2037/3/1,7,5355.989521
2037/3/2,7,5769.381295
2037/3/3,7,5344.566513
2037/3/4,7,5712.398698
2037/3/5,7,4727.258511
2037/3/6,7,5378.305825
2037/3/7,7,5021.672229
2037/3/8,7,5212.025319
2037/3/9,7,5580.784556
2037/3/10,7,5446.00948
2037/3/11,8,5529.496293
2037/3/12,8,5226.174496
2037/3/13,8,4660.552171
2037/3/14,8,5517.627212
2037/3/15,8,5783.84402
2037/3/16,8,5513.898471
2037/3/17,8,5873.780873
2037/3/18,8,5052.829709
2037/3/19,8,4918.67219
2037/3/20,8,5870.429021
2037/3/21,9,5565.017346
2037/3/22,9,4797.660025
2037/3/23,9,5199.059795
2037/3/24,9,5939.324571
2037/3/25,9,5186.532978
2037/3/26,9,6084.498936
2037/3/27,9,5129.166393
2037/3/28,9,4896.42313
2037/3/29,9,5113.290431
2037/3/30,9,5635.383758
2037/3/31,9,5553.384496
2037/4/1,10,5570.438097
2037/4/2,10,5931.427252
2037/4/3,10,6424.325289
2037/4/4,10,5779.400833
2037/4/5,10,4898.042955
2037/4/6,10,5015.108179
2037/4/7,10,5117.345488
2037/4/8,10,6006.815666
2037/4/9,10,5376.083105
2037/4/10,10,6485.059598
2037/4/11,11,5566.51722
2037/4/12,11,6918.220301
2037/4/13,11,6960.587882
2037/4/14,11,6721.363334
2037/4/15,11,5484.993188
2037/4/16,11,6262.106075
2037/4/17,11,7132.208511
2037/4/18,11,5904.622471
2037/4/19,11,6628.120635
2037/4/20,11,6522.374607
2037/4/21,12,7807.730631
2037/4/22,12,6755.218782
2037/4/23,12,6445.494339
2037/4/24,12,6080.304991
2037/4/25,12,5810.905056
2037/4/26,12,7166.692057
2037/4/27,12,6869.205449
2037/4/28,12,8010.159982
2037/4/29,12,8197.051002
2037/4/30,12,7504.483485
2037/5/1,13,8088.627508
2037/5/2,13,7949.460991
2037/5/3,13,7070.107251
2037/5/4,13,8473.103604
2037/5/5,13,6768.317025
2037/5/6,13,7346.837627
2037/5/7,13,8898.8689
2037/5/8,13,10087.76862
2037/5/9,13,10538.44154
2037/5/10,13,11718.56312
2037/5/11,14,14130.08376
2037/5/12,14,12636.78968
2037/5/13,14,14822.10031
2037/5/14,14,14968.51024
2037/5/15,14,14840.98422
2037/5/16,14,15723.15488
2037/5/17,14,12485.24159
2037/5/18,14,14679.24833
2037/5/19,14,15475.44118
2037/5/20,14,16149.70054
2037/5/21,15,13996.15667
2037/5/22,15,13399.88326
2037/5/23,15,14793.57737
2037/5/24,15,16298.932
2037/5/25,15,14003.20367
2037/5/26,15,12669.59074
2037/5/27,15,14320.96066
2037/5/28,15,14834.78873
2037/5/29,15,16626.87583
2037/5/30,15,14348.81235
2037/5/31,15,16489.44271
2037/6/1,16,16158.11756
2037/6/2,16,15236.43564
2037/6/3,16,15452.57132
2037/6/4,16,18211.27348
2037/6/5,16,14527.55848
2037/6/6,16,16520.51697
2037/6/7,16,19474.61783
2037/6/8,16,14347.44189
2037/6/9,16,14876.76245
2037/6/10,16,16202.46811
2037/6/11,17,18019.68348
2037/6/12,17,19579.96325
2037/6/13,17,17183.84134
2037/6/14,17,17294.78154
2037/6/15,17,19080.24166
2037/6/16,17,16469.45505
2037/6/17,17,19095.67097
2037/6/18,17,20722.1338
2037/6/19,17,20787.47875
2037/6/20,17,22325.02926
2037/6/21,18,18640.9689
2037/6/22,18,16512.56127
2037/6/23,18,16755.38951
2037/6/24,18,18059.37025
2037/6/25,18,17312.31148
2037/6/26,18,15655.36067
2037/6/27,18,19743.33686
2037/6/28,18,18438.15416
2037/6/29,18,18671.93059
2037/6/30,18,16011.24055
2037/7/1,19,18179.03193
2037/7/2,19,21039.86306
2037/7/3,19,20048.25795
2037/7/4,19,28796.59082
2037/7/5,19,21348.91223
2037/7/6,19,21863.6081
2037/7/7,19,25089.28666
2037/7/8,19,20838.12685
2037/7/9,19,27301.55661
2037/7/10,19,29577.96074
2037/7/11,20,22515.9828
2037/7/12,20,24850.16717
2037/7/13,20,30215.59414
2037/7/14,20,27041.00258
2037/7/15,20,19099.73085
2037/7/16,20,20317.79933
2037/7/17,20,19088.86944
2037/7/18,20,25985.27778
2037/7/19,20,21433.18463
2037/7/20,20,22381.01296
2037/7/21,21,17493.29257
2037/7/22,21,19154.75228
2037/7/23,21,17665.98435
2037/7/24,21,22713.96385
2037/7/25,21,24600.17257
2037/7/26,21,31755.88116
2037/7/27,21,21730.10138
2037/7/28,21,22395.86429
2037/7/29,21,27737.43245
2037/7/30,21,19891.05316
2037/7/31,21,23646.25984
2037/8/1,22,23520.94016
2037/8/2,22,27176.7219
2037/8/3,22,22582.79852
2037/8/4,22,18177.68476
2037/8/5,22,21271.43576
2037/8/6,22,22269.83237
2037/8/7,22,20645.75845
2037/8/8,22,14147.92583
2037/8/9,22,20148.03502
2037/8/10,22,19584.56893
2037/8/11,23,20805.15067
2037/8/12,23,20907.42568
2037/8/13,23,14273.63835
2037/8/14,23,21516.2628
2037/8/15,23,25509.4707
2037/8/16,23,18939.20472
2037/8/17,23,20354.70135
2037/8/18,23,26024.34291
2037/8/19,23,24639.46583
2037/8/20,23,25193.35419
2037/8/21,24,25519.00818
2037/8/22,24,15731.81744
2037/8/23,24,12504.32309
2037/8/24,24,19300.70751
2037/8/25,24,23606.97639
2037/8/26,24,25350.07404
2037/8/27,24,17255.04837
2037/8/28,24,23811.21804
2037/8/29,24,22951.43177
2037/8/30,24,26263.65375
2037/8/31,24,22847.10966
2037/9/1,25,23734.1002
2037/9/2,25,23466.14967
2037/9/3,25,25351.95413
2037/9/4,25,19970.86183
2037/9/5,25,18099.05028
2037/9/6,25,13816.08301
2037/9/7,25,17269.25018
2037/9/8,25,19843.18522
2037/9/9,25,18028.49195
2037/9/10,25,21496.12335
2037/9/11,26,22099.11002
2037/9/12,26,21148.2362
2037/9/13,26,16070.81793
2037/9/14,26,18534.01307
2037/9/15,26,14714.6168
2037/9/16,26,15604.4022
2037/9/17,26,13960.88403
2037/9/18,26,12949.37172
2037/9/19,26,10694.09763
2037/9/20,26,11083.879
2037/9/21,27,12322.07934
2037/9/22,27,10192.83542
2037/9/23,27,11883.28523
2037/9/24,27,12661.90038
2037/9/25,27,15080.55915
2037/9/26,27,11621.89877
2037/9/27,27,10453.0853
2037/9/28,27,10545.8066
2037/9/29,27,12690.18907
2037/9/30,27,13815.87913
2037/10/1,28,11287.70149
2037/10/2,28,11816.73833
2037/10/3,28,11317.19333
2037/10/4,28,12528.82245
2037/10/5,28,14767.72595
2037/10/6,28,16388.30956
2037/10/7,28,18280.73761
2037/10/8,28,19152.9374
2037/10/9,28,14510.18713
2037/10/10,28,12331.0361
2037/10/11,29,11448.58746
2037/10/12,29,9820.920998
2037/10/13,29,8817.063874
2037/10/14,29,10331.11278
2037/10/15,29,12516.18053
2037/10/16,29,10181.84434
2037/10/17,29,8695.516128
2037/10/18,29,9471.491679
2037/10/19,29,11076.59725
2037/10/20,29,11234.68373
2037/10/21,30,12821.24849
2037/10/22,30,12700.50868
2037/10/23,30,13018.96892
2037/10/24,30,10220.49352
2037/10/25,30,9022.818654
2037/10/26,30,9520.079414
2037/10/27,30,8572.551925
2037/10/28,30,10388.17746
2037/10/29,30,9137.01763
2037/10/30,30,8383.745299
2037/10/31,30,10091.73208
2037/11/1,31,10845.80483
2037/11/2,31,10448.49287
2037/11/3,31,8091.495155
2037/11/4,31,9562.878658
2037/11/5,31,10246.38701
2037/11/6,31,9832.730998
2037/11/7,31,7507.667844
2037/11/8,31,7625.173807
2037/11/9,31,8341.503954
2037/11/10,31,9779.010723
2037/11/11,32,11712.09677
2037/11/12,32,9480.16131
2037/11/13,32,8277.725362
2037/11/14,32,9237.947334
2037/11/15,32,8059.212423
2037/11/16,32,8748.191517
2037/11/17,32,7229.402295
2037/11/18,32,8235.527492
2037/11/19,32,8137.243297
2037/11/20,32,7653.449844
2037/11/21,33,7635.049393
2037/11/22,33,6770.309091
2037/11/23,33,5752.960561
2037/11/24,33,5872.731101
2037/11/25,33,6162.230042
2037/11/26,33,7138.77035
2037/11/27,33,6564.105352
2037/11/28,33,6910.993549
2037/11/29,33,5862.179517
2037/11/30,33,5670.579218
2037/12/1,34,6008.451489
2037/12/2,34,5978.599341
2037/12/3,34,5249.72369
2037/12/4,34,6040.698301
2037/12/5,34,7179.972377
2037/12/6,34,6192.951169
2037/12/7,34,7123.391672
2037/12/8,34,5481.325337
2037/12/9,34,5163.305881
2037/12/10,34,4942.967899
2037/12/11,35,4503.915575
2037/12/12,35,5234.775224
2037/12/13,35,5318.573842
2037/12/14,35,5083.429478
2037/12/15,35,4603.55242
2037/12/16,35,5009.114521
2037/12/17,35,5505.023255
2037/12/18,35,6728.700168
2037/12/19,35,5646.85067
2037/12/20,35,4564.328967
2037/12/21,36,5371.034241
2037/12/22,36,4630.003171
2037/12/23,36,5166.897981
2037/12/24,36,6434.747531
2037/12/25,36,5580.184729
2037/12/26,36,5760.779192
2037/12/27,36,5602.494203
2037/12/28,36,4549.009628
2037/12/29,36,4975.388862
2037/12/30,36,4558.846927
2037/12/31,36,5202.42188
2038/1/1,1,6453.722082
2038/1/2,1,5527.810199
2038/1/3,1,6510.779491
2038/1/4,1,5664.1402
2038/1/5,1,5507.938786
2038/1/6,1,5573.598566
2038/1/7,1,5746.96388
2038/1/8,1,5846.530002
2038/1/9,1,6377.819464
2038/1/10,1,5939.033679
2038/1/11,2,6271.190748
2038/1/12,2,6273.784496
2038/1/13,2,6214.784158
2038/1/14,2,6395.577607
2038/1/15,2,6250.13601
2038/1/16,2,5015.94358
2038/1/17,2,5911.708336
2038/1/18,2,5606.953085
2038/1/19,2,6414.610987
2038/1/20,2,5873.12683
2038/1/21,3,5835.494463
2038/1/22,3,5936.611578
2038/1/23,3,5450.075444
2038/1/24,3,4950.515846
2038/1/25,3,5859.950428
2038/1/26,3,7301.285347
2038/1/27,3,5839.897659
2038/1/28,3,5095.125161
2038/1/29,3,6096.501914
2038/1/30,3,5412.179062
2038/1/31,3,5994.791686
2038/2/1,4,5694.953075
2038/2/2,4,5935.67257
2038/2/3,4,6252.82245
2038/2/4,4,6404.474354
2038/2/5,4,6237.576348
2038/2/6,4,6118.196938
2038/2/7,4,5608.639997
2038/2/8,4,6628.172322
2038/2/9,4,6945.139549
2038/2/10,4,6212.341174
2038/2/11,5,6984.400102
2038/2/12,5,5661.742785
2038/2/13,5,6442.322556
2038/2/14,5,5884.619027
2038/2/15,5,5275.31013
2038/2/16,5,6252.344313
2038/2/17,5,5723.218989
2038/2/18,5,5095.650148
2038/2/19,5,6194.230131
2038/2/20,5,6872.835073
2038/2/21,6,5549.013325
2038/2/22,6,6227.476573
2038/2/23,6,6343.08127
2038/2/24,6,6545.606994
2038/2/25,6,6191.392173
2038/2/26,6,5954.873301
2038/2/27,6,5026.7325
2038/2/28,6,5941.342879
2038/3/1,7,6865.733928
2038/3/2,7,5198.890271
2038/3/3,7,5643.681203
2038/3/4,7,5911.358872
2038/3/5,7,6007.509283
2038/3/6,7,6534.01769
2038/3/7,7,5823.620848
2038/3/8,7,6597.197175
2038/3/9,7,7472.968244
2038/3/10,7,5747.219599
2038/3/11,8,6732.382354
2038/3/12,8,6879.556332
2038/3/13,8,5790.96257
2038/3/14,8,5660.375164
2038/3/15,8,6587.054662
2038/3/16,8,8192.52901
2038/3/17,8,6774.550378
2038/3/18,8,6999.434118
2038/3/19,8,6617.865696
2038/3/20,8,7616.079106
2038/3/21,9,6599.763743
2038/3/22,9,6320.349307
2038/3/23,9,5272.107496
2038/3/24,9,6114.640226
2038/3/25,9,6753.987971
2038/3/26,9,7067.777038
2038/3/27,9,6655.600808
2038/3/28,9,5724.137544
2038/3/29,9,5503.299875
2038/3/30,9,6733.369327
2038/3/31,9,6289.409665
2038/4/1,10,7498.225768
2038/4/2,10,7508.967777
2038/4/3,10,7365.082803
2038/4/4,10,7637.181667
2038/4/5,10,6772.248313
2038/4/6,10,7607.791929
2038/4/7,10,6597.103411
2038/4/8,10,7321.035706
2038/4/9,10,6153.152638
2038/4/10,10,7575.142299
2038/4/11,11,5845.586892
2038/4/12,11,7219.690601
2038/4/13,11,7516.100468
2038/4/14,11,7666.346324
2038/4/15,11,8851.856874
2038/4/16,11,10097.42169
2038/4/17,11,9559.049234
2038/4/18,11,7306.955904
2038/4/19,11,7003.695834
2038/4/20,11,7644.915125
2038/4/21,12,6899.421919
2038/4/22,12,6687.852387
2038/4/23,12,6910.860225
2038/4/24,12,6607.741898
2038/4/25,12,5984.500402
2038/4/26,12,7259.735659
2038/4/27,12,8467.088361
2038/4/28,12,6998.249938
2038/4/29,12,8465.081967
2038/4/30,12,10020.55252
2038/5/1,13,8304.319324
2038/5/2,13,8877.858339
2038/5/3,13,10978.30403
2038/5/4,13,12425.50877
2038/5/5,13,11332.99207
2038/5/6,13,10950.00253
2038/5/7,13,13464.24441
2038/5/8,13,14657.98719
2038/5/9,13,11061.51735
2038/5/10,13,9435.607521
2038/5/11,14,10175.3205
2038/5/12,14,7802.567325
2038/5/13,14,9009.187478
2038/5/14,14,10455.17388
2038/5/15,14,11033.32215
2038/5/16,14,11205.40161
2038/5/17,14,13590.21949
2038/5/18,14,15219.92741
2038/5/19,14,17680.58392
2038/5/20,14,14010.05428
2038/5/21,15,14536.86998
2038/5/22,15,13336.21059
2038/5/23,15,13909.92544
2038/5/24,15,16643.59108
2038/5/25,15,19833.60765
2038/5/26,15,19395.81673
2038/5/27,15,16357.57667
2038/5/28,15,18899.80181
2038/5/29,15,17998.56076
2038/5/30,15,20019.23228
2038/5/31,15,18026.44755
2038/6/1,16,17821.51504
2038/6/2,16,20111.51746
2038/6/3,16,18171.02933
2038/6/4,16,24470.90363
2038/6/5,16,25002.74136
2038/6/6,16,19228.7177
2038/6/7,16,19824.49728
2038/6/8,16,18308.41692
2038/6/9,16,24514.24945
2038/6/10,16,18544.18416
2038/6/11,17,19167.59371
2038/6/12,17,20673.05755
2038/6/13,17,21592.91735
2038/6/14,17,20082.72735
2038/6/15,17,20442.1953
2038/6/16,17,20480.47189
2038/6/17,17,22181.60381
2038/6/18,17,18523.857
2038/6/19,17,21633.54039
2038/6/20,17,18210.97441
2038/6/21,18,19193.81857
2038/6/22,18,20078.65189
2038/6/23,18,16502.66473
2038/6/24,18,23952.26577
2038/6/25,18,20771.06138
2038/6/26,18,20106.93792
2038/6/27,18,20789.47727
2038/6/28,18,19964.47122
2038/6/29,18,19510.47491
2038/6/30,18,24618.1787
2038/7/1,19,22954.57097
2038/7/2,19,27088.58165
2038/7/3,19,23288.13246
2038/7/4,19,27428.37731
2038/7/5,19,23901.8397
2038/7/6,19,30959.63199
2038/7/7,19,24484.99451
2038/7/8,19,29342.34887
2038/7/9,19,23921.02935
2038/7/10,19,34357.87136
2038/7/11,20,23606.53386
2038/7/12,20,20139.83332
2038/7/13,20,21446.25662
2038/7/14,20,31387.3192
2038/7/15,20,22717.87317
2038/7/16,20,22093.08818
2038/7/17,20,22801.47871
2038/7/18,20,30357.44176
2038/7/19,20,21688.58913
2038/7/20,20,29916.8261
2038/7/21,21,31066.38925
2038/7/22,21,33530.66063
2038/7/23,21,24526.88087
2038/7/24,21,24045.2884
2038/7/25,21,27641.14984
2038/7/26,21,26047.14191
2038/7/27,21,25590.60135
2038/7/28,21,26867.0592
2038/7/29,21,28973.54467
2038/7/30,21,24487.50071
2038/7/31,21,27900.74728
2038/8/1,22,36433.49242
2038/8/2,22,17940.8062
2038/8/3,22,27018.40438
2038/8/4,22,24844.51929
2038/8/5,22,33632.97256
2038/8/6,22,26385.84399
2038/8/7,22,22414.31121
2038/8/8,22,25263.88523
2038/8/9,22,18362.36458
2038/8/10,22,17514.76367
2038/8/11,23,23470.83248
2038/8/12,23,32969.85368
2038/8/13,23,29154.87825
2038/8/14,23,21649.87672
2038/8/15,23,21207.95269
2038/8/16,23,22939.99735
2038/8/17,23,24210.46365
2038/8/18,23,26205.42474
2038/8/19,23,21358.66984
2038/8/20,23,22835.43204
2038/8/21,24,23393.91839
2038/8/22,24,18274.13879
2038/8/23,24,26872.12648
2038/8/24,24,24198.04693
2038/8/25,24,17577.0039
2038/8/26,24,25431.90885
2038/8/27,24,28098.27497
2038/8/28,24,23936.93638
2038/8/29,24,19114.18788
2038/8/30,24,25665.08988
2038/8/31,24,30199.48921
2038/9/1,25,29754.94931
2038/9/2,25,24034.585
2038/9/3,25,21060.2834
2038/9/4,25,19303.0902
2038/9/5,25,22158.9225
2038/9/6,25,22993.27214
2038/9/7,25,17503.16273
2038/9/8,25,17292.45899
2038/9/9,25,19406.33924
2038/9/10,25,23899.09087
2038/9/11,26,23846.84094
2038/9/12,26,26811.91468
2038/9/13,26,20589.14002
2038/9/14,26,21529.17986
2038/9/15,26,22272.14279
2038/9/16,26,23545.03194
2038/9/17,26,19069.82763
2038/9/18,26,21227.52055
2038/9/19,26,17386.39595
2038/9/20,26,16880.97253
2038/9/21,27,18315.06806
2038/9/22,27,20202.05243
2038/9/23,27,20156.1627
2038/9/24,27,18610.64275
2038/9/25,27,14239.98427
2038/9/26,27,17515.39021
2038/9/27,27,17076.88287
2038/9/28,27,18171.15049
2038/9/29,27,20622.5293
2038/9/30,27,16719.18507
2038/10/1,28,16343.43251
2038/10/2,28,16442.26604
2038/10/3,28,16358.47153
2038/10/4,28,14553.52767
2038/10/5,28,12825.63635
2038/10/6,28,13834.05877
2038/10/7,28,14643.35583
2038/10/8,28,14615.71127
2038/10/9,28,15283.16837
2038/10/10,28,12467.66454
2038/10/11,29,15318.54885
2038/10/12,29,15136.48029
2038/10/13,29,18813.03374
2038/10/14,29,15877.96323
2038/10/15,29,16405.74462
2038/10/16,29,17183.81845
2038/10/17,29,17139.75445
2038/10/18,29,13662.48441
2038/10/19,29,12528.2746
2038/10/20,29,13574.84662
2038/10/21,30,12763.55195
2038/10/22,30,11190.47509
2038/10/23,30,10708.92489
2038/10/24,30,9868.48272
2038/10/25,30,9790.875735
2038/10/26,30,11753.13399
2038/10/27,30,9465.801583
2038/10/28,30,11601.88006
2038/10/29,30,12835.58829
2038/10/30,30,13036.10884
2038/10/31,30,14855.84315
2038/11/1,31,13961.47962
2038/11/2,31,16565.25056
2038/11/3,31,13873.23921
2038/11/4,31,10568.56267
2038/11/5,31,9574.037719
2038/11/6,31,10285.00632
2038/11/7,31,11835.42548
2038/11/8,31,12524.17445
2038/11/9,31,13401.93252
2038/11/10,31,14068.06023
2038/11/11,32,10584.61131
2038/11/12,32,12244.51999
2038/11/13,32,11200.82639
2038/11/14,32,10730.83465
2038/11/15,32,12870.44791
2038/11/16,32,10370.14393
2038/11/17,32,8203.756754
2038/11/18,32,8308.497513
2038/11/19,32,6469.174896
